cluster,henvendelse_id,kanal,distance_to_centroid,text
2,H008010,e-post,0.0939534,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.46 % når nye kunder får bedre betingelser?
2,H000978,chat,0.09473235,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.47 % når nye kunder får bedre betingelser?
2,H005677,telefon,0.09473235,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.47 % når nye kunder får bedre betingelser?
2,H002084,chat,0.09544958,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.4 % når nye kunder får bedre betingelser?
2,H017226,chat,0.09544958,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.4 % når nye kunder får bedre betingelser?
2,H002469,chat,0.102087766,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
2,H017213,chat,0.102087766,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
2,H019341,e-post,0.102087766,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
2,H016133,telefon,0.102087766,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
2,H008589,chat,0.102087766,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
2,H000016,e-post,0.102087766,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
2,H009654,chat,0.102087766,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
3,H016577,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H001179,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H004263,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H005424,e-post,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H006391,e-post,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H007989,e-post,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H008827,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H012988,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H002251,e-post,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H011302,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H005337,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H011490,telefon,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H002520,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H010690,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
3,H011047,chat,6.7933524e-07,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
4,H002139,e-post,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H006444,e-post,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H001506,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H007208,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H011645,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H016416,e-post,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H016974,e-post,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H005840,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H018857,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H009041,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H016608,telefon,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H003635,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H014533,e-post,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H001951,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
4,H003605,chat,8.494755e-07,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
5,H013595,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H015463,telefon,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H001664,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H009782,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H011111,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H000888,telefon,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H006882,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H010262,e-post,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H001389,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H001153,telefon,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H015896,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H003336,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H009244,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H003146,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
5,H013908,chat,8.1011336e-07,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
6,H002555,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H013647,telefon,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H018183,e-post,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H009107,telefon,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H016652,telefon,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H018388,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H005267,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H006352,e-post,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H015247,telefon,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H011005,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H003551,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H010858,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H011816,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H000945,e-post,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
6,H017260,chat,6.551981e-07,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
7,H003356,e-post,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H011749,chat,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H004308,telefon,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H007016,e-post,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H019401,chat,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H001505,chat,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H019204,telefon,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H002437,telefon,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H003068,e-post,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H010341,chat,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H011856,e-post,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H005869,chat,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H010577,e-post,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H015174,chat,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
7,H001557,telefon,8.5522623e-07,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
8,H016399,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H008765,telefon,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H007653,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H018198,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H013248,telefon,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H014126,telefon,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H004165,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H010182,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H013637,telefon,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H000528,telefon,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H001811,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H005612,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H007734,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H015881,telefon,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
8,H014243,chat,7.5779565e-07,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
9,H002338,chat,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H012425,chat,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H015301,telefon,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H020085,telefon,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H003903,chat,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H005138,telefon,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H011165,e-post,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H019938,e-post,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H002270,chat,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H003637,e-post,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H012709,chat,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H004843,chat,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H015392,telefon,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H019810,telefon,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
9,H010099,telefon,5.370839e-07,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
10,H000490,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H004258,telefon,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H002829,telefon,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H003908,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H019606,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H004700,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H010473,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H017637,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H014492,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H020059,e-post,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H004528,telefon,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H016431,telefon,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H007339,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H015812,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
10,H005519,chat,7.059998e-07,Straksbetaling feiler med ukjent feilmelding. Haster litt.
11,H009209,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H011513,e-post,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H017481,e-post,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H013438,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H008607,telefon,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H002583,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H004002,e-post,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H004541,e-post,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H006711,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H010572,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H008766,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H005958,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H007120,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H007550,telefon,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
11,H016513,chat,4.494628e-07,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
12,H013541,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H003580,telefon,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H006023,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H001149,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H005200,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H000448,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H004522,e-post,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H012382,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H018243,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H006465,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H011676,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H017844,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H018375,e-post,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H012948,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
12,H016126,chat,8.426347e-07,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
13,H012027,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H006901,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H006182,e-post,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H008443,telefon,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H001296,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H020002,telefon,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H005173,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H019836,telefon,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H016662,e-post,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H019364,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H016001,telefon,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H016241,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H005183,telefon,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H012050,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
13,H003971,chat,0.36878556,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
14,H000434,chat,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H015848,e-post,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H014375,chat,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H001267,chat,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H007494,chat,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H007648,e-post,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H001401,chat,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H003313,telefon,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H001548,e-post,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H000620,e-post,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H011139,chat,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H005356,telefon,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H010214,e-post,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H009164,telefon,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
14,H008738,e-post,0.26393875,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
15,H018308,e-post,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H011011,telefon,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H015020,telefon,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H004967,telefon,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H005836,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H008154,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H008715,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H017498,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H014963,e-post,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H003292,telefon,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H004872,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H015111,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H019148,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H012849,chat,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
15,H018655,telefon,6.388106e-07,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
